start_image_path,end_image_path,text-representation_start-position,text-representation_end-position,start_image_path_v2,end_image_path_v2,q1-ans,q1-mcq-options,q2-ans_red,q2-mcq-options_red,q2-ans_green,q2-mcq-options_green,q3-ans_red-green,q3-ans_green-red,q4-ans,q5-ans_red-left_start-position,q5-ans_red-right_start-position,q5-ans_green-left_start-position,q5-ans_green-right_start-position,q5-ans_red-left_end-position,q5-ans_red-right_end-position,q5-ans_green-left_end-position,q5-ans_green-right_end-position,q6-ans_left-greater_start-position,q6-ans_left-lower_start-position,q6-ans_right-greater_start-position,q6-ans_right-lower_start-position,q6-ans_left-greater_end-position,q6-ans_left-lower_end-position,q6-ans_right-greater_end-position,q6-ans_right-lower_end-position,q7-ans,q8-ans_left_start-position,q8-ans_right_start-position,q8-ans_left_end-position,q8-ans_right_end-position,q9-ans_green_start-position,q9-ans_red_start-position,q9-ans_green_end-position,q9-ans_red_end-position,q10-ans_start-position,q10-ans_end-position,q11-ans_start-position,q11-ans_end-position,q12-ans_green-first_start-position,q12-ans_red-first_start-position,q12-ans_green-last_start-position,q12-ans_red-last_start-position,q12-ans_green-first_end-position,q12-ans_red-first_end-position,q12-ans_green-last_end-position,q12-ans_red-last_end-position,q13-ans_green_start-position,q13-ans_red_start-position,q13-ans_green_end-position,q13-ans_red_end-position
images/1080/checker_move_start.jpg,images/1080/checker_move_end.jpg,2;2;2;2;0;1;2;1;2;1;2;1;2;1;2;2;2,2;2;2;2;2;1;2;1;0;1;2;1;2;1;2;2;2,images/1080/checker_move_start_v2.jpg,images/1080/checker_move_end_v2.jpg,16,"[11, 18, 14, 16]",11,"[11, 12, 10, 5]",5,"[5, 6, 4, 11]",True,False,red,4,7,0,5,6,5,2,3,False,True,True,False,False,False,False,False,False,4,12,8,8,5,4,5,3,"['red', 'green']","['green', 'green']",4,8,5,0,13,16,5,0,13,16,"[5, 7, 9, 11, 13]","[0, 1, 2, 3, 6, 8, 10, 12, 14, 15, 16]","[5, 7, 9, 11, 13]","[0, 1, 2, 3, 4, 6, 10, 12, 14, 15, 16]"
images/0450/checker_move_start.jpg,images/0450/checker_move_end.jpg,2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;1;1;1;1,2;1;2;1;2;1;2;1;2;1;2;0;2;1;1;1;1;1;1,images/0450/checker_move_start_v2.jpg,images/0450/checker_move_end_v2.jpg,18,"[19, 18, 20, 16]",7,"[6, 8, 11, 7]",11,"[7, 12, 11, 10]",False,True,green,7,0,7,4,6,1,5,6,True,False,False,True,True,False,False,True,False,14,4,11,7,6,6,5,6,"['green', 'green']","['red', 'red']",14,11,1,0,18,12,1,0,18,12,"[1, 3, 5, 7, 9, 11, 13, 15, 16, 17, 18]","[0, 2, 4, 6, 8, 10, 12]","[1, 3, 5, 7, 9, 13, 14, 15, 16, 17, 18]","[0, 2, 4, 6, 8, 10, 12]"
images/1609/checker_move_start.jpg,images/1609/checker_move_end.jpg,1;2;0;2;1;2,0;2;1;2;1;2,images/1609/checker_move_start_v2.jpg,images/1609/checker_move_end_v2.jpg,5,"[1, 3, 5, 0]",3,"[4, 2, 3, 2]",2,"[3, 3, 2, 1]",True,False,red,1,2,1,1,0,3,0,2,False,True,True,False,False,True,True,False,False,2,3,0,5,1,2,2,1,"['red', 'red']",['red'],2,0,0,1,4,5,2,1,4,5,"[0, 4]","[1, 3, 5]","[2, 4]","[1, 3, 5]"
images/1290/checker_move_start.jpg,images/1290/checker_move_end.jpg,2;2;2;0;1;2;1;2;1;1,2;2;2;2;1;0;1;2;1;1,images/1290/checker_move_start_v2.jpg,images/1290/checker_move_end_v2.jpg,9,"[13, 7, 9, 8]",5,"[6, 5, 4, 4]",4,"[3, 4, 5, 5]",True,False,red,3,2,0,4,4,1,1,3,False,True,True,False,True,False,False,True,False,3,6,5,4,2,2,2,1,"['red', 'green']","['green', 'green']",3,5,4,0,9,7,4,0,9,7,"[4, 6, 8, 9]","[0, 1, 2, 5, 7]","[4, 6, 8, 9]","[0, 1, 2, 3, 7]"
images/1078/checker_move_start.jpg,images/1078/checker_move_end.jpg,2;2;2;2;2;0;2;1;2;1;2;1;2;2;2;2;2,2;2;2;2;2;2;2;1;2;1;0;1;2;2;2;2;2,images/1078/checker_move_start_v2.jpg,images/1078/checker_move_end_v2.jpg,16,"[15, 14, 16, 13]",13,"[13, 12, 14, 3]",3,"[4, 3, 2, 13]",True,False,red,5,8,0,3,8,5,2,1,False,True,True,False,True,False,False,True,False,5,11,10,6,3,2,3,1,"['red', 'red']","['green', 'green']",5,10,7,0,11,16,7,0,11,16,"[7, 9, 11]","[0, 1, 2, 3, 4, 6, 8, 10, 12, 13, 14, 15, 16]","[7, 9, 11]","[0, 1, 2, 3, 4, 5, 6, 8, 12, 13, 14, 15, 16]"
images/0254/checker_move_start.jpg,images/0254/checker_move_end.jpg,2;2;2;2;2;1;2;1;2;0;2;1;2;2;2,2;2;2;2;2;2;0;1;2;1;2;1;2;2;2,images/0254/checker_move_start_v2.jpg,images/0254/checker_move_end_v2.jpg,14,"[18, 10, 9, 14]",11,"[11, 12, 3, 10]",3,"[2, 11, 4, 3]",True,False,red,7,4,2,1,6,5,0,3,True,False,False,True,False,True,True,False,False,9,5,6,8,3,3,3,2,"['red', 'red']","['red', 'green']",9,6,5,0,11,14,7,0,11,14,"[5, 7, 11]","[0, 1, 2, 3, 4, 6, 8, 10, 12, 13, 14]","[7, 9, 11]","[0, 1, 2, 3, 4, 5, 8, 10, 12, 13, 14]"
images/0124/checker_move_start.jpg,images/0124/checker_move_end.jpg,1;1;1;1;1;1;0;2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2;0;1;1;1;1;1;1,images/0124/checker_move_start_v2.jpg,images/0124/checker_move_end_v2.jpg,17,"[19, 14, 17, 15]",11,"[12, 10, 6, 11]",6,"[7, 11, 6, 5]",True,False,red,0,11,6,0,11,0,0,6,False,True,True,False,True,False,False,True,False,6,11,11,6,0,0,0,0,"['green', 'red']","['red', 'green']",6,11,0,7,5,17,12,0,17,10,"[0, 1, 2, 3, 4, 5]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
images/1927/checker_move_start.jpg,images/1927/checker_move_end.jpg,2;0;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2,2;2;2;1;2;1;0;1;2;1;2;1;2;2;2;2;2;2;2,images/1927/checker_move_start_v2.jpg,images/1927/checker_move_end_v2.jpg,18,"[16, 15, 13, 18]",13,"[14, 5, 13, 12]",5,"[5, 4, 13, 6]",True,False,red,1,12,0,5,4,9,2,3,False,True,True,False,False,True,True,False,False,1,17,6,12,5,4,5,3,"['red', 'red']","['green', 'green']",1,6,3,0,11,18,3,0,11,18,"[3, 5, 7, 9, 11]","[0, 2, 4, 6, 8, 10, 12, 13, 14, 15, 16, 17, 18]","[3, 5, 7, 9, 11]","[0, 1, 2, 4, 8, 10, 12, 13, 14, 15, 16, 17, 18]"
images/0251/checker_move_start.jpg,images/0251/checker_move_end.jpg,2;2;2;2;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;0;1;2;2;2;2;2;2;2;2;2;2;2,images/0251/checker_move_start_v2.jpg,images/0251/checker_move_end_v2.jpg,18,"[21, 17, 18, 16]",17,"[1, 18, 17, 16]",1,"[0, 1, 17, 2]",True,False,red,6,11,1,0,6,11,0,1,False,True,True,False,False,True,True,False,False,7,11,6,12,1,0,1,0,"['green', 'red']","['red', 'green']",7,6,6,0,6,18,7,0,7,18,[6],"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[7],"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
images/0585/checker_move_start.jpg,images/0585/checker_move_end.jpg,1;1;1;1;1;1;1;0;2;1;2;1;2;2;2,1;1;1;1;1;1;0;1;2;1;2;1;2;2;2,images/0585/checker_move_start_v2.jpg,images/0585/checker_move_end_v2.jpg,14,"[9, 13, 12, 14]",5,"[4, 6, 5, 9]",9,"[8, 10, 9, 5]",False,True,green,0,5,7,2,0,5,6,3,False,False,False,False,False,True,True,False,False,7,7,6,8,2,2,2,2,"['green', 'red']","['green', 'green']",7,6,0,8,11,14,0,8,11,14,"[0, 1, 2, 3, 4, 5, 6, 9, 11]","[8, 10, 12, 13, 14]","[0, 1, 2, 3, 4, 5, 7, 9, 11]","[8, 10, 12, 13, 14]"
images/1568/checker_move_start.jpg,images/1568/checker_move_end.jpg,1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;0;2,1;1;1;1;1;2;1;2;1;2;1;2;1;2;0;2;1,images/1568/checker_move_start_v2.jpg,images/1568/checker_move_end_v2.jpg,16,"[11, 16, 20, 15]",6,"[6, 7, 5, 10]",10,"[6, 10, 11, 9]",False,True,green,5,1,10,0,5,1,9,1,True,False,False,True,True,False,False,True,False,15,1,14,2,5,5,4,6,"['green', 'red']","['red', 'red']",15,14,0,5,14,16,0,5,16,15,"[0, 1, 2, 3, 4, 6, 8, 10, 12, 14]","[5, 7, 9, 11, 13, 16]","[0, 1, 2, 3, 4, 6, 8, 10, 12, 16]","[5, 7, 9, 11, 13, 15]"
images/0824/checker_move_start.jpg,images/0824/checker_move_end.jpg,0;1;1;2;1;0;2;2;2;2;2;2;2;2;2,0;1;2;1;2;1;2;2;2;2;2;2;2;2,images/0824/checker_move_start_v2.jpg,images/0824/checker_move_end_v2.jpg,13,"[15, 9, 13, 8]",10,"[3, 11, 9, 10]",3,"[4, 3, 10, 2]",True,False,red,0,10,0,3,0,10,0,3,False,True,True,False,False,True,True,False,False,0,14,0,13,1,1,2,2,['green'],['green'],0,0,1,3,4,14,1,2,5,13,"[1, 2, 4]","[3, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 3, 5]","[2, 4, 6, 7, 8, 9, 10, 11, 12, 13]"
images/0507/checker_move_start.jpg,images/0507/checker_move_end.jpg,2;2;2;2;1;0;2;2;2;2;2;2;2;2;2;2,2;2;2;2;0;1;2;2;2;2;2;2;2;2;2;2,images/0507/checker_move_start_v2.jpg,images/0507/checker_move_end_v2.jpg,15,"[10, 15, 17, 13]",14,"[1, 14, 15, 13]",1,"[2, 1, 14, 0]",True,False,red,4,10,1,0,4,10,0,1,False,True,True,False,False,True,True,False,False,5,10,4,11,1,0,1,0,"['green', 'red']","['red', 'green']",5,4,4,0,4,15,5,0,5,15,[4],"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[5],"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
images/0889/checker_move_start.jpg,images/0889/checker_move_end.jpg,1;1;1;1;1;0;2;1;2;1,1;1;1;1;2;1;2;0;1;1,images/0889/checker_move_start_v2.jpg,images/0889/checker_move_end_v2.jpg,9,"[10, 9, 5, 11]",2,"[7, 3, 2, 1]",7,"[2, 7, 6, 8]",False,True,green,0,2,5,2,2,0,5,2,True,False,False,True,True,False,False,True,False,5,4,7,2,1,2,1,2,"['green', 'red']","['red', 'green']",5,7,0,6,9,8,0,4,9,6,"[0, 1, 2, 3, 4, 7, 9]","[6, 8]","[0, 1, 2, 3, 5, 8, 9]","[4, 6]"
images/0070/checker_move_start.jpg,images/0070/checker_move_end.jpg,1;1;1;1;1;1;0;2;2;2;2;2;2;2,2;2;2;2;2;2;2;0;1;1;1;1;1;1,images/0070/checker_move_start_v2.jpg,images/0070/checker_move_end_v2.jpg,13,"[11, 14, 13, 10]",7,"[6, 8, 6, 7]",6,"[7, 6, 7, 5]",True,False,red,0,7,6,0,7,0,0,6,False,True,True,False,True,False,False,True,False,6,7,7,6,0,0,0,0,"['green', 'red']","['red', 'green']",6,7,0,7,5,13,8,0,13,6,"[0, 1, 2, 3, 4, 5]","[7, 8, 9, 10, 11, 12, 13]","[8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6]"
images/1608/checker_move_start.jpg,images/1608/checker_move_end.jpg,1;1;1;1;0;2;1;2;1;1;1,1;1;1;2;1;2;0;1;1;1;1,images/1608/checker_move_start_v2.jpg,images/1608/checker_move_end_v2.jpg,10,"[11, 13, 12, 10]",2,"[2, 8, 3, 1]",8,"[9, 7, 2, 8]",False,True,green,0,2,4,4,2,0,4,4,False,True,True,False,True,False,False,True,False,4,6,6,4,1,2,1,2,"['green', 'red']","['red', 'green']",4,6,0,5,10,7,0,3,10,5,"[0, 1, 2, 3, 6, 8, 9, 10]","[5, 7]","[0, 1, 2, 4, 7, 8, 9, 10]","[3, 5]"
images/1532/checker_move_start.jpg,images/1532/checker_move_end.jpg,1;1;1;1;1;1;1;0;2;1;2;1,1;1;1;1;1;1;2;1;2;0;1;1,images/1532/checker_move_start_v2.jpg,images/1532/checker_move_end_v2.jpg,11,"[11, 10, 15, 7]",2,"[9, 1, 2, 3]",9,"[9, 2, 10, 8]",False,True,green,0,2,7,2,2,0,7,2,True,False,False,True,True,False,False,True,False,7,4,9,2,1,2,1,2,"['green', 'red']","['red', 'green']",7,9,0,8,11,10,0,6,11,8,"[0, 1, 2, 3, 4, 5, 6, 9, 11]","[8, 10]","[0, 1, 2, 3, 4, 5, 7, 10, 11]","[6, 8]"
images/0247/checker_move_start.jpg,images/0247/checker_move_end.jpg,2;2;2;2;2;2;2;2;2;1;2;1;2;1;0;2;2;2,2;2;2;2;2;2;2;2;2;0;2;1;2;1;2;1;2;2,images/0247/checker_move_start_v2.jpg,images/0247/checker_move_end_v2.jpg,17,"[17, 18, 12, 14]",14,"[15, 14, 13, 3]",3,"[2, 14, 4, 3]",True,False,red,11,3,3,0,9,5,0,3,True,False,False,True,True,False,False,True,False,14,3,9,8,3,2,3,2,"['green', 'red']","['red', 'red']",14,9,9,0,13,17,11,0,15,17,"[9, 11, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 15, 16, 17]","[11, 13, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 14, 16, 17]"
images/1450/checker_move_start.jpg,images/1450/checker_move_end.jpg,1;2;1;2;1;2;0;2;1;2;2;2;2;2;2;2,2;2;1;0;1;2;1;2;1;2;2;2;2;2;2;2,images/1450/checker_move_start_v2.jpg,images/1450/checker_move_end_v2.jpg,15,"[12, 15, 17, 18]",11,"[4, 10, 12, 11]",4,"[3, 4, 5, 11]",True,False,red,3,8,3,1,2,9,1,3,False,True,True,False,False,True,True,False,False,6,9,3,12,3,4,4,2,"['red', 'red']","['green', 'green']",6,3,0,1,8,15,2,0,8,15,"[0, 2, 4, 8]","[1, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15]","[2, 4, 6, 8]","[0, 1, 5, 7, 9, 10, 11, 12, 13, 14, 15]"
images/0212/checker_move_start.jpg,images/0212/checker_move_end.jpg,0;2;1;2;1;2,2;2;1;2;0;1,images/0212/checker_move_start_v2.jpg,images/0212/checker_move_end_v2.jpg,5,"[4, 9, 6, 5]",3,"[4, 3, 2, 2]",2,"[3, 2, 1, 3]",True,False,red,0,3,0,2,3,0,1,1,False,True,True,False,True,False,False,True,False,0,5,4,1,2,1,1,1,['red'],"['red', 'green']",0,4,2,1,4,5,2,0,5,3,"[2, 4]","[1, 3, 5]","[2, 5]","[0, 1, 3]"
images/0909/checker_move_start.jpg,images/0909/checker_move_end.jpg,2;2;0;1;2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;0;1;2;2;2;2;2;2;2;2;2,images/0909/checker_move_start_v2.jpg,images/0909/checker_move_end_v2.jpg,14,"[14, 18, 15, 10]",13,"[1, 13, 12, 14]",1,"[2, 0, 1, 13]",True,False,red,2,11,0,1,4,9,0,1,False,True,True,False,False,True,True,False,False,2,12,4,10,1,0,1,0,"['red', 'green']","['red', 'green']",2,4,3,0,3,14,5,0,5,14,[3],"[0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[5],"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
images/1741/checker_move_start.jpg,images/1741/checker_move_end.jpg,1;2;1;2;1;2;1;2;1;2;1;2;1;2;0;2;1;1;1,1;2;1;2;0;2;1;2;1;2;1;2;1;2;1;2;1;1;1,images/1741/checker_move_start_v2.jpg,images/1741/checker_move_end_v2.jpg,18,"[18, 16, 14, 19]",8,"[9, 10, 7, 8]",10,"[11, 9, 10, 8]",False,True,green,7,1,7,3,2,6,2,8,True,False,False,True,False,True,True,False,False,14,4,4,14,6,8,6,8,"['red', 'red']","['red', 'red']",14,4,0,1,18,15,0,1,18,15,"[0, 2, 4, 6, 8, 10, 12, 16, 17, 18]","[1, 3, 5, 7, 9, 11, 13, 15]","[0, 2, 6, 8, 10, 12, 14, 16, 17, 18]","[1, 3, 5, 7, 9, 11, 13, 15]"
images/1244/checker_move_start.jpg,images/1244/checker_move_end.jpg,2;2;2;2;2;2;2;2;1;2;1;2;0;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;1;0;1;2;2;2;2;2,images/1244/checker_move_start_v2.jpg,images/1244/checker_move_end_v2.jpg,17,"[12, 17, 16, 20]",15,"[15, 16, 2, 14]",2,"[2, 3, 15, 1]",True,False,red,10,5,2,0,10,5,1,1,True,False,False,True,True,False,False,True,False,12,5,11,6,2,1,2,0,"['red', 'red']","['green', 'green']",12,11,8,0,10,17,10,0,12,17,"[8, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 16, 17]","[10, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17]"
images/1696/checker_move_start.jpg,images/1696/checker_move_end.jpg,1;1;1;1;1;1;1;1;1;1;2;1;0;1;2;1;2;1;1,1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;0;1;1,images/1696/checker_move_start_v2.jpg,images/1696/checker_move_end_v2.jpg,18,"[18, 20, 19, 13]",3,"[3, 4, 2, 15]",15,"[15, 14, 16, 3]",False,True,green,1,2,11,4,3,0,13,2,True,False,False,True,True,False,False,True,False,12,6,16,2,3,3,2,3,"['green', 'green']","['green', 'green']",12,16,0,10,18,16,0,10,18,14,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18]","[10, 14, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18]","[10, 12, 14]"
images/1182/checker_move_start.jpg,images/1182/checker_move_end.jpg,2;2;2;2;2;2;2;2;2;2;2;1;0;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2;0;1;2;2;2;2,images/1182/checker_move_start_v2.jpg,images/1182/checker_move_end_v2.jpg,16,"[13, 16, 19, 15]",15,"[1, 14, 15, 16]",1,"[2, 0, 1, 15]",True,False,red,11,4,1,0,11,4,0,1,True,False,False,True,True,False,False,True,False,12,4,11,5,1,0,1,0,"['green', 'red']","['red', 'green']",12,11,11,0,11,16,12,0,12,16,[11],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16]",[12],"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16]"
images/0361/checker_move_start.jpg,images/0361/checker_move_end.jpg,2;2;2;1;2;1;0;1;2;2;2;2;2;2;2;2;2;2;2,2;2;2;1;2;1;2;1;0;2;2;2;2;2;2;2;2;2;2,images/0361/checker_move_start_v2.jpg,images/0361/checker_move_end_v2.jpg,18,"[19, 18, 22, 14]",15,"[15, 3, 16, 14]",3,"[4, 2, 15, 3]",True,False,red,4,11,2,1,5,10,3,0,False,True,True,False,False,True,True,False,False,6,12,8,10,3,1,3,2,"['green', 'green']","['green', 'red']",6,8,3,0,7,18,3,0,7,18,"[3, 5, 7]","[0, 1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[3, 5, 7]","[0, 1, 2, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
images/1473/checker_move_start.jpg,images/1473/checker_move_end.jpg,2;2;2;2;2;2;2;1;2;1;2;1;2;0;2;1;1;1;1,2;2;2;2;2;2;2;1;2;0;2;1;2;1;2;1;1;1;1,images/1473/checker_move_start_v2.jpg,images/1473/checker_move_end_v2.jpg,18,"[15, 16, 18, 19]",11,"[12, 10, 7, 11]",7,"[7, 8, 6, 11]",True,False,red,10,1,3,4,8,3,1,6,True,False,False,True,False,False,False,False,False,13,5,9,9,3,4,3,4,"['red', 'red']","['red', 'red']",13,9,7,0,18,14,7,0,18,14,"[7, 9, 11, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 14]","[7, 11, 13, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 14]"
images/0678/checker_move_start.jpg,images/0678/checker_move_end.jpg,1;1;1;1;2;1;2;1;0;1;2;1;1,1;1;1;1;2;1;2;1;2;0;1;1;1,images/0678/checker_move_start_v2.jpg,images/0678/checker_move_end_v2.jpg,12,"[9, 12, 7, 13]",3,"[2, 3, 9, 4]",9,"[8, 3, 9, 10]",False,True,green,2,1,6,3,3,0,6,3,True,False,False,True,True,False,False,True,False,8,4,9,3,3,3,2,3,"['green', 'green']","['red', 'green']",8,9,0,4,12,10,0,4,12,8,"[0, 1, 2, 3, 5, 7, 9, 11, 12]","[4, 6, 10]","[0, 1, 2, 3, 5, 7, 10, 11, 12]","[4, 6, 8]"
images/1621/checker_move_start.jpg,images/1621/checker_move_end.jpg,1;1;2;1;2;1;2;0;2;1;2;2;2;2,1;1;2;0;2;1;2;1;2;1;2;2;2;2,images/1621/checker_move_start_v2.jpg,images/1621/checker_move_end_v2.jpg,13,"[9, 13, 14, 15]",8,"[5, 9, 7, 8]",5,"[8, 4, 5, 6]",True,False,red,3,5,4,1,1,7,2,3,True,False,False,True,False,True,True,False,False,7,6,3,10,3,4,3,4,"['red', 'red']","['red', 'red']",7,3,0,2,9,13,0,2,9,13,"[0, 1, 3, 5, 9]","[2, 4, 6, 8, 10, 11, 12, 13]","[0, 1, 5, 7, 9]","[2, 4, 6, 8, 10, 11, 12, 13]"
images/1089/checker_move_start.jpg,images/1089/checker_move_end.jpg,2;0;1;2;1;2;1;2;1;2;2;2;2,2;2;1;2;1;2;1;0;1;2;2;2;2,images/1089/checker_move_start_v2.jpg,images/1089/checker_move_end_v2.jpg,12,"[9, 12, 14, 10]",8,"[4, 9, 8, 7]",4,"[3, 4, 8, 5]",True,False,red,1,7,0,4,4,4,3,1,False,True,True,False,True,False,False,True,False,1,11,7,5,4,3,4,2,"['red', 'green']","['green', 'green']",1,7,2,0,8,12,2,0,8,12,"[2, 4, 6, 8]","[0, 3, 5, 7, 9, 10, 11, 12]","[2, 4, 6, 8]","[0, 1, 3, 5, 9, 10, 11, 12]"
images/1987/checker_move_start.jpg,images/1987/checker_move_end.jpg,2;2;1;2;0;2;1;2;1;2;1;1;1;1;1;1;1;1;1,2;2;2;2;1;2;1;0;1;2;1;1;1;1;1;1;1;1;1,images/1987/checker_move_start_v2.jpg,images/1987/checker_move_end_v2.jpg,18,"[15, 18, 19, 20]",6,"[5, 6, 12, 7]",12,"[13, 6, 12, 11]",False,True,green,3,3,1,11,5,1,2,10,False,True,True,False,False,True,True,False,False,4,14,7,11,3,4,3,2,"['red', 'red']","['green', 'green']",4,7,2,0,18,9,4,0,18,9,"[2, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 3, 5, 7, 9]","[4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 5, 9]"
images/1847/checker_move_start.jpg,images/1847/checker_move_end.jpg,2;2;0;2;1;2;1;2;1;2;1;2;2;2,2;2;2;2;1;2;1;2;1;2;1;0;2;2,images/1847/checker_move_start_v2.jpg,images/1847/checker_move_end_v2.jpg,13,"[10, 15, 12, 13]",9,"[4, 9, 8, 10]",4,"[9, 5, 3, 4]",True,False,red,2,7,0,4,7,2,4,0,False,True,True,False,True,False,False,True,False,2,11,11,2,4,3,4,3,"['red', 'red']","['green', 'red']",2,11,4,0,10,13,4,0,10,13,"[4, 6, 8, 10]","[0, 1, 3, 5, 7, 9, 11, 12, 13]","[4, 6, 8, 10]","[0, 1, 2, 3, 5, 7, 9, 12, 13]"
images/0987/checker_move_start.jpg,images/0987/checker_move_end.jpg,1;1;1;1;1;2;0;2;1;2;1;2;1;2;1;2;1,1;1;1;2;1;2;1;2;1;0;1;2;1;2;1;2;1,images/0987/checker_move_start_v2.jpg,images/0987/checker_move_end_v2.jpg,16,"[16, 14, 19, 12]",6,"[6, 7, 10, 5]",10,"[9, 11, 10, 6]",False,True,green,1,5,5,5,3,3,6,4,False,True,True,False,True,False,False,True,False,6,10,9,7,4,6,6,6,"['red', 'red']","['green', 'green']",6,9,0,5,16,15,0,3,16,15,"[0, 1, 2, 3, 4, 8, 10, 12, 14, 16]","[5, 7, 9, 11, 13, 15]","[0, 1, 2, 4, 6, 8, 10, 12, 14, 16]","[3, 5, 7, 11, 13, 15]"
images/1512/checker_move_start.jpg,images/1512/checker_move_end.jpg,2;2;2;1;2;0;2;1;2;1;1;1;1;1,2;2;2;2;2;1;2;1;0;1;1;1;1;1,images/1512/checker_move_start_v2.jpg,images/1512/checker_move_end_v2.jpg,13,"[13, 17, 8, 11]",6,"[7, 6, 7, 5]",7,"[6, 7, 8, 6]",False,True,green,4,2,1,6,6,0,2,5,False,True,True,False,True,False,False,True,False,5,8,8,5,2,3,1,1,"['red', 'red']","['green', 'green']",5,8,3,0,13,8,5,0,13,6,"[3, 7, 9, 10, 11, 12, 13]","[0, 1, 2, 4, 6, 8]","[5, 7, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 6]"
images/0111/checker_move_start.jpg,images/0111/checker_move_end.jpg,1;1;1;1;1;1;1;1;0;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;0;1;1;1;1;1;1;1;1,images/0111/checker_move_start_v2.jpg,images/0111/checker_move_end_v2.jpg,16,"[16, 18, 15, 12]",8,"[8, 8, 7, 9]",8,"[7, 8, 8, 9]",False,False,green,0,8,8,0,8,0,0,8,False,False,False,False,False,False,False,False,True,8,8,8,8,0,0,0,0,"['green', 'red']","['red', 'green']",8,8,0,9,7,16,9,0,16,7,"[0, 1, 2, 3, 4, 5, 6, 7]","[9, 10, 11, 12, 13, 14, 15, 16]","[9, 10, 11, 12, 13, 14, 15, 16]","[0, 1, 2, 3, 4, 5, 6, 7]"
images/1487/checker_move_start.jpg,images/1487/checker_move_end.jpg,2;2;2;2;2;2;2;1;0;1;2;1;2,2;2;2;2;2;2;2;0;2;1;2;1;1,images/1487/checker_move_start_v2.jpg,images/1487/checker_move_end_v2.jpg,12,"[13, 7, 16, 12]",9,"[3, 10, 9, 8]",3,"[3, 2, 9, 4]",True,False,red,7,2,1,2,7,2,0,3,True,False,False,True,True,False,False,True,False,8,4,7,5,3,1,1,1,"['green', 'green']","['red', 'red']",8,7,7,0,11,12,9,0,12,10,"[7, 9, 11]","[0, 1, 2, 3, 4, 5, 6, 10, 12]","[9, 11, 12]","[0, 1, 2, 3, 4, 5, 6, 8, 10]"
