start_image_path,end_image_path,text-representation_start-position,text-representation_end-position,q1-ans_start-position,q1-ans_end-position,q2-ans_1x1_start-position,q2-ans_1x1_end-position,q2-ans_1x2_start-position,q2-ans_1x2_end-position,q2-ans_2x1_start-position,q2-ans_2x1_end-position,q2-ans_2x2_start-position,q2-ans_2x2_end-position,q3-ans_start-position,q3-ans_end-position,q4-ans_start-position,q4-ans_end-position,q5-ans_1x1_start-position,q5-ans_1x1_end-position,q5-ans_1x2_start-position,q5-ans_1x2_end-position,q5-ans_2x1_start-position,q5-ans_2x1_end-position,q5-ans_2x2_start-position,q5-ans_2x2_end-position
images/0579/wood_slide_start.jpg,images/0579/wood_slide_end.jpg,"5;0;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","0;5;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","[(0, 1), (0, 3)]","[(0, 0), (0, 3)]",2,2,4,4,2,2,1,1,"['1x2', '1x2', '1x1', '1x1']","['1x2', '1x2', '1x1', '1x1']",4,4,True,True,True,True,False,False,False,False
images/0327/wood_slide_start.jpg,images/0327/wood_slide_end.jpg,"3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","3;3;5;4
6;2;2;0
6;7;1;1
0;7;1;1
8;8;9;9","[(0, 3), (3, 0)]","[(1, 3), (3, 0)]",2,2,4,4,2,2,1,1,"['1x1', '1x1', '2x1', '2x1', '1x2']","['2x2', '1x2', '1x1', '2x1', '2x1', '1x2']",5,6,True,True,True,True,True,True,False,True
images/0605/wood_slide_start.jpg,images/0605/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;4;5;0
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9","[(2, 0), (2, 3)]","[(2, 0), (2, 2)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1', '2x1', '1x2']","['2x2', '1x2', '1x1', '1x1', '2x1', '1x2']",6,6,True,True,True,True,True,True,True,True
images/0120/wood_slide_start.jpg,images/0120/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
0;6;1;1
4;5;1;1
8;8;9;9","0;7;2;2
0;7;3;3
4;6;1;1
5;6;1;1
8;8;9;9","[(0, 1), (2, 0)]","[(0, 0), (1, 0)]",2,2,4,4,2,2,1,1,"['1x2', '1x1', '2x1', '2x1']","['1x1', '2x1']",4,2,True,True,True,False,True,True,False,False
images/0174/wood_slide_start.jpg,images/0174/wood_slide_end.jpg,"5;0;4;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","3;3;5;4
0;0;2;2
6;7;1;1
6;7;1;1
8;8;9;9","[(0, 1), (0, 3)]","[(1, 0), (1, 1)]",2,2,4,4,2,2,1,1,"['1x2', '1x2', '1x1', '1x1']","['1x2', '1x2', '2x1', '2x1']",4,4,True,False,True,True,False,True,False,False
images/0741/wood_slide_start.jpg,images/0741/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;0;8;8","7;6;3;3
7;6;2;2
1;1;5;4
1;1;9;9
0;8;8;0","[(4, 0), (4, 1)]","[(4, 0), (4, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2']","['2x2', '1x2', '1x2']",2,3,False,False,True,True,False,False,True,True
images/0168/wood_slide_start.jpg,images/0168/wood_slide_end.jpg,"2;2;3;3
0;6;1;1
0;6;1;1
7;8;8;4
7;9;9;5","2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;9;9;0","[(1, 0), (2, 0)]","[(1, 3), (4, 3)]",2,2,4,4,2,2,1,1,"['1x2', '2x1', '2x1']","['2x2', '1x2', '1x1', '1x1', '1x2']",3,5,False,True,True,True,True,False,False,True
images/0285/wood_slide_start.jpg,images/0285/wood_slide_end.jpg,"4;7;2;2
5;7;3;3
6;0;1;1
6;0;1;1
8;8;9;9","4;7;2;2
5;7;3;3
0;6;1;1
0;6;1;1
8;8;9;9","[(2, 1), (3, 1)]","[(2, 0), (3, 0)]",2,2,4,4,2,2,1,1,"['2x2', '2x1', '2x1', '1x2']","['1x1', '2x1', '1x2']",4,3,False,True,True,True,True,True,True,False
images/0049/wood_slide_start.jpg,images/0049/wood_slide_end.jpg,"6;3;3;5
6;2;2;4
0;7;1;1
0;7;1;1
8;8;9;9","0;3;3;5
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","[(2, 0), (3, 0)]","[(0, 0), (3, 0)]",2,2,4,4,2,2,1,1,"['2x1', '2x1', '1x2']","['1x2', '2x1', '2x1', '1x2']",3,4,False,False,True,True,True,True,False,False
images/0096/wood_slide_start.jpg,images/0096/wood_slide_end.jpg,"2;2;3;3
6;1;1;4
6;1;1;5
7;8;8;0
7;0;9;9","2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;0;9;9","[(3, 3), (4, 1)]","[(1, 3), (4, 1)]",2,2,4,4,2,2,1,1,"['1x1', '2x1', '1x2', '1x2']","['2x2', '1x2', '1x1', '2x1', '1x2', '1x2']",4,6,True,True,True,True,True,True,False,True
images/0155/wood_slide_start.jpg,images/0155/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","0;2;2;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9","[(0, 1), (3, 0)]","[(0, 0), (0, 3)]",2,2,4,4,2,2,1,1,"['1x2', '1x1', '1x1', '2x1', '2x1', '1x2']","['1x2', '1x2', '2x1']",6,3,True,False,True,True,True,True,False,False
images/0669/wood_slide_start.jpg,images/0669/wood_slide_end.jpg,"5;4;2;2
0;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","0;4;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","[(1, 0), (3, 1)]","[(0, 0), (3, 1)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '2x1', '2x1', '1x2']","['2x2', '1x1', '1x1', '2x1', '2x1', '1x2']",5,6,True,True,True,True,True,True,True,True
images/0494/wood_slide_start.jpg,images/0494/wood_slide_end.jpg,"4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","4;7;2;2
5;7;3;3
0;6;1;1
0;6;1;1
8;8;9;9","[(0, 1), (3, 1)]","[(2, 0), (3, 0)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '2x1', '2x1', '1x2']","['1x1', '2x1', '1x2']",6,3,True,True,True,True,True,True,True,False
images/0594/wood_slide_start.jpg,images/0594/wood_slide_end.jpg,"2;2;3;3
6;1;1;0
6;1;1;4
7;8;8;5
7;0;9;9","2;2;3;3
0;1;1;4
6;1;1;5
6;7;8;8
0;7;9;9","[(1, 3), (4, 1)]","[(1, 0), (4, 0)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '2x1', '1x2', '1x2']","['2x2', '1x2', '2x1', '2x1']",6,4,True,False,True,True,True,True,True,True
images/0805/wood_slide_start.jpg,images/0805/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;4;0;5
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;9;9;0","[(3, 0), (3, 2)]","[(4, 0), (4, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '1x1', '2x1', '1x2', '1x2']","['1x1', '1x2', '1x2']",6,3,True,True,True,True,True,False,True,False
images/0033/wood_slide_start.jpg,images/0033/wood_slide_end.jpg,"7;2;2;0
7;6;3;3
0;6;1;1
4;5;1;1
8;8;9;9","7;0;2;2
7;0;3;3
4;6;1;1
5;6;1;1
8;8;9;9","[(0, 3), (2, 0)]","[(0, 1), (1, 1)]",2,2,4,4,2,2,1,1,"['1x2', '1x2', '1x1', '2x1', '2x1']","['1x2', '1x2', '2x1', '2x1']",5,4,True,False,True,True,True,True,False,False
images/0031/wood_slide_start.jpg,images/0031/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9","[(0, 3), (3, 3)]","[(0, 1), (2, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1', '1x2']","['2x2', '1x2', '1x2', '1x1', '1x1', '2x1']",5,6,True,True,True,True,False,True,True,True
images/0598/wood_slide_start.jpg,images/0598/wood_slide_end.jpg,"0;6;3;3
7;6;2;2
7;1;1;5
0;1;1;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;0;5
1;1;0;4
8;8;9;9","[(0, 0), (3, 0)]","[(2, 2), (3, 2)]",2,2,4,4,2,2,1,1,"['2x2', '2x1', '2x1', '1x2']","['2x2', '1x2', '1x1', '1x1', '1x2']",4,5,False,True,True,True,True,False,True,True
images/0275/wood_slide_start.jpg,images/0275/wood_slide_end.jpg,"5;4;2;2
0;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","[(1, 0), (3, 1)]","[(1, 0), (1, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '2x1', '2x1', '1x2']","['2x2', '1x2', '1x2', '1x1', '2x1']",5,5,True,True,True,True,True,True,True,True
images/0329/wood_slide_start.jpg,images/0329/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;4
1;1;0;0
8;8;9;9","7;6;3;3
7;6;2;2
0;1;1;5
0;1;1;4
8;8;9;9","[(3, 2), (3, 3)]","[(2, 0), (3, 0)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '1x1', '1x2']","['2x2', '2x1', '1x2']",4,3,True,False,True,True,False,True,True,True
images/0381/wood_slide_start.jpg,images/0381/wood_slide_end.jpg,"6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9","6;0;3;3
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","[(0, 1), (2, 3)]","[(0, 1), (3, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x2', '1x1', '1x1', '2x1']","['2x2', '1x2', '1x2', '1x1', '2x1', '1x2']",6,6,True,True,True,True,True,True,True,True
images/0210/wood_slide_start.jpg,images/0210/wood_slide_end.jpg,"6;3;3;0
6;2;2;5
7;1;1;4
7;1;1;0
8;8;9;9","0;6;3;3
0;6;2;2
7;1;1;5
7;1;1;4
8;8;9;9","[(0, 3), (3, 3)]","[(0, 0), (1, 0)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1', '1x2']","['2x1', '2x1']",5,2,True,False,True,False,False,True,True,False
images/0432/wood_slide_start.jpg,images/0432/wood_slide_end.jpg,"3;3;5;0
6;2;2;4
6;7;1;1
0;7;1;1
8;8;9;9","3;3;5;4
0;0;2;2
6;7;1;1
6;7;1;1
8;8;9;9","[(0, 3), (3, 0)]","[(1, 0), (1, 1)]",2,2,4,4,2,2,1,1,"['1x1', '1x1', '2x1', '2x1', '1x2']","['1x2', '1x2', '2x1', '2x1']",5,4,True,False,True,True,True,True,False,False
images/0465/wood_slide_start.jpg,images/0465/wood_slide_end.jpg,"0;0;2;2
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
4;5;0;0
6;7;8;8
6;7;9;9","[(0, 0), (0, 1)]","[(2, 2), (2, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2']","['1x2', '1x1', '1x2']",2,3,False,True,True,True,False,False,True,False
images/0072/wood_slide_start.jpg,images/0072/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
5;0;1;1
8;8;9;9","0;7;2;2
0;7;3;3
4;6;1;1
5;6;1;1
8;8;9;9","[(0, 1), (3, 1)]","[(0, 0), (1, 0)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '2x1', '2x1', '1x2']","['1x1', '2x1']",6,2,True,True,True,False,True,True,True,False
images/0077/wood_slide_start.jpg,images/0077/wood_slide_end.jpg,"2;2;0;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
4;0;0;5
8;8;9;9","[(0, 2), (0, 3)]","[(3, 1), (3, 2)]",2,2,4,4,2,2,1,1,"['1x2', '1x2']","['2x2', '1x1', '1x1', '2x1', '1x2', '1x2']",2,6,False,True,True,True,False,True,False,True
images/0493/wood_slide_start.jpg,images/0493/wood_slide_end.jpg,"6;0;3;3
6;2;2;5
7;1;1;0
7;1;1;4
8;8;9;9","6;3;3;5
6;2;2;4
7;1;1;0
7;1;1;0
8;8;9;9","[(0, 1), (2, 3)]","[(2, 3), (3, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x2', '1x1', '1x1', '2x1']","['2x2', '1x1', '1x2']",6,3,True,True,True,True,True,False,True,True
images/0519/wood_slide_start.jpg,images/0519/wood_slide_end.jpg,"5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","[(1, 0), (1, 3)]","[(0, 1), (3, 1)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x2', '1x1', '2x1']","['2x2', '1x2', '1x1', '2x1', '2x1', '1x2']",5,6,True,True,True,True,True,True,True,True
images/0350/wood_slide_start.jpg,images/0350/wood_slide_end.jpg,"2;2;3;3
1;1;0;0
1;1;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9","[(1, 2), (1, 3)]","[(2, 0), (2, 2)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1']","['2x2', '1x2', '1x1', '1x1', '2x1', '1x2']",4,6,True,True,True,True,False,True,True,True
images/0756/wood_slide_start.jpg,images/0756/wood_slide_end.jpg,"0;7;2;2
4;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9","4;0;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","[(0, 0), (2, 0)]","[(0, 1), (3, 1)]",2,2,4,4,2,2,1,1,"['1x1', '1x1', '2x1', '2x1']","['2x2', '1x2', '1x1', '2x1', '2x1', '1x2']",4,6,True,True,False,True,True,True,False,True
images/0649/wood_slide_start.jpg,images/0649/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;0;4;5
6;7;8;8
6;7;9;9","1;1;2;2
1;1;3;3
4;5;0;0
6;7;8;8
6;7;9;9","[(2, 0), (2, 1)]","[(2, 2), (2, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '2x1', '2x1']","['1x2', '1x1', '1x2']",4,3,True,True,False,True,True,False,True,False
images/0281/wood_slide_start.jpg,images/0281/wood_slide_end.jpg,"7;6;3;3
7;6;2;2
1;1;5;0
1;1;0;4
8;8;9;9","7;6;3;3
7;6;2;2
1;1;5;4
1;1;0;0
8;8;9;9","[(2, 3), (3, 2)]","[(3, 2), (3, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1', '1x2']","['2x2', '1x1', '1x1', '1x2']",5,4,True,True,True,True,False,False,True,True
images/0527/wood_slide_start.jpg,images/0527/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
4;0;0;5
8;8;9;9","0;2;2;0
7;6;3;3
7;6;1;1
4;5;1;1
8;8;9;9","[(3, 1), (3, 2)]","[(0, 0), (0, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '1x1', '2x1', '1x2', '1x2']","['1x2', '1x2', '2x1']",6,3,True,False,True,True,True,True,True,False
images/0709/wood_slide_start.jpg,images/0709/wood_slide_end.jpg,"2;2;0;0
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","2;2;3;3
0;1;1;4
6;1;1;5
6;7;8;8
0;7;9;9","[(0, 2), (0, 3)]","[(1, 0), (4, 0)]",2,2,4,4,2,2,1,1,"['1x2', '1x2']","['2x2', '1x2', '2x1', '2x1']",2,4,False,False,True,True,False,True,False,True
images/0634/wood_slide_start.jpg,images/0634/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
0;0;4;5
8;8;9;9","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9","[(3, 0), (3, 1)]","[(4, 0), (4, 1)]",2,2,4,4,2,2,1,1,"['1x1', '2x1', '2x1', '1x2']","['1x2', '1x2']",4,2,True,False,True,True,True,False,False,False
images/0361/wood_slide_start.jpg,images/0361/wood_slide_end.jpg,"5;4;2;2
0;3;3;0
6;7;1;1
6;7;1;1
8;8;9;9","5;4;0;0
3;3;2;2
6;7;1;1
6;7;1;1
8;8;9;9","[(1, 0), (1, 3)]","[(0, 2), (0, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x2', '1x1', '2x1']","['1x2', '1x1']",5,2,True,True,True,True,True,False,True,False
images/0485/wood_slide_start.jpg,images/0485/wood_slide_end.jpg,"0;4;2;2
5;7;3;3
6;7;1;1
6;0;1;1
8;8;9;9","5;4;2;2
0;0;3;3
6;7;1;1
6;7;1;1
8;8;9;9","[(0, 0), (3, 1)]","[(1, 0), (1, 1)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '1x1', '2x1', '2x1', '1x2']","['1x2', '1x1', '1x1', '2x1', '2x1']",6,5,True,True,True,True,True,True,True,False
images/0585/wood_slide_start.jpg,images/0585/wood_slide_end.jpg,"6;0;3;3
6;2;2;0
7;1;1;5
7;1;1;4
8;8;9;9","6;3;3;5
6;2;2;0
7;1;1;4
7;1;1;0
8;8;9;9","[(0, 1), (1, 3)]","[(1, 3), (3, 3)]",2,2,4,4,2,2,1,1,"['1x2', '1x2', '1x1', '2x1']","['2x2', '1x2', '1x1', '1x1', '1x2']",4,5,True,True,True,True,True,False,False,True
images/0453/wood_slide_start.jpg,images/0453/wood_slide_end.jpg,"1;1;2;2
1;1;3;3
0;4;0;5
6;7;8;8
6;7;9;9","2;2;0;0
1;1;3;3
1;1;4;5
6;7;8;8
6;7;9;9","[(2, 0), (2, 2)]","[(0, 2), (0, 3)]",2,2,4,4,2,2,1,1,"['2x2', '1x2', '1x1', '1x1', '2x1', '1x2']","['1x2', '1x2']",6,2,True,False,True,True,True,False,True,False
images/0613/wood_slide_start.jpg,images/0613/wood_slide_end.jpg,"2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;0
0;9;9;5","2;2;3;3
7;6;1;1
7;6;1;1
8;8;4;5
0;0;9;9","[(3, 3), (4, 0)]","[(4, 0), (4, 1)]",2,2,4,4,2,2,1,1,"['2x2', '1x1', '1x1', '1x2', '1x2']","['1x2', '1x2']",5,2,True,False,True,True,False,False,True,False
images/0212/wood_slide_start.jpg,images/0212/wood_slide_end.jpg,"7;0;2;2
7;6;3;3
4;6;1;1
0;5;1;1
8;8;9;9","4;7;2;2
0;7;3;3
0;6;1;1
5;6;1;1
8;8;9;9","[(0, 1), (3, 0)]","[(1, 0), (2, 0)]",2,2,4,4,2,2,1,1,"['1x2', '1x1', '1x1', '2x1', '2x1', '1x2']","['1x1', '1x1', '2x1', '2x1']",6,4,True,True,True,False,True,True,False,False
