image_id,qid,answer,ablate_cells,board_rows,board_cols,board
quad_w_bishop_080,q2,3,"[[5, 6]]",8,8,b_rook|black_sq|white_sq|black_sq|b_queen|b_bishop|b_knight|b_rook/black_sq|b_pawn|black_sq|b_king|b_pawn|white_sq|black_sq|b_pawn/white_sq|black_sq|b_knight|b_pawn|white_sq|b_pawn|white_sq|black_sq/b_pawn|w_pawn|b_pawn|white_sq|black_sq|b_bishop|b_pawn|white_sq/w_knight|black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/w_pawn|white_sq|black_sq|white_sq|black_sq|w_knight|w_bishop|w_pawn/white_sq|black_sq|white_sq|w_pawn|w_pawn|w_pawn|w_pawn|black_sq/w_rook|white_sq|black_sq|w_queen|w_king|white_sq|w_rook|white_sq
quad_w_bishop_081,q2,1,"[[0, 6]]",8,8,white_sq|black_sq|white_sq|black_sq|b_king|b_rook|w_bishop|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq/white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|b_rook|white_sq|black_sq|white_sq|black_sq|w_pawn/b_pawn|black_sq|b_pawn|black_sq|white_sq|b_pawn|w_queen|black_sq/w_pawn|b_pawn|black_sq|white_sq|b_bishop|white_sq|black_sq|b_queen/w_knight|black_sq|white_sq|w_pawn|w_king|w_pawn|white_sq|black_sq/black_sq|w_rook|black_sq|white_sq|black_sq|white_sq|w_rook|white_sq
quad_w_bishop_082,q2,1,"[[0, 6]]",8,8,white_sq|black_sq|b_knight|b_king|white_sq|b_rook|w_bishop|black_sq/black_sq|b_rook|black_sq|white_sq|black_sq|white_sq|b_bishop|w_queen/white_sq|black_sq|b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn/w_pawn|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq|w_pawn|w_knight/w_rook|black_sq|white_sq|black_sq|w_pawn|w_rook|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|w_king|white_sq|black_sq|white_sq
quad_w_bishop_083,q2,3,"[[5, 6]]",8,8,white_sq|black_sq|b_rook|black_sq|white_sq|b_rook|white_sq|black_sq/b_pawn|white_sq|black_sq|b_pawn|black_sq|white_sq|b_king|b_pawn/b_knight|b_pawn|white_sq|black_sq|white_sq|w_queen|b_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_bishop|b_knight/b_queen|black_sq|white_sq|b_pawn|w_pawn|b_pawn|white_sq|black_sq/black_sq|b_bishop|w_knight|white_sq|black_sq|w_pawn|w_bishop|w_pawn/white_sq|black_sq|w_pawn|black_sq|w_king|black_sq|white_sq|black_sq/w_rook|white_sq|black_sq|white_sq|black_sq|white_sq|w_knight|w_rook
quad_w_bishop_084,q2,2,"[[4, 1]]",8,8,b_rook|black_sq|b_bishop|b_queen|white_sq|b_bishop|white_sq|b_rook/black_sq|b_pawn|black_sq|b_king|black_sq|b_pawn|black_sq|b_pawn/white_sq|black_sq|b_knight|black_sq|white_sq|b_knight|white_sq|black_sq/b_pawn|white_sq|b_pawn|b_pawn|b_pawn|w_pawn|b_pawn|white_sq/w_pawn|w_bishop|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|w_pawn|w_pawn|black_sq|white_sq|w_pawn/w_rook|w_knight|black_sq|w_queen|black_sq|w_king|w_knight|w_rook
quad_w_bishop_085,q2,2,"[[4, 2]]",8,8,b_rook|black_sq|b_bishop|black_sq|b_king|b_bishop|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|black_sq|b_pawn|b_pawn|white_sq/b_knight|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq/white_sq|black_sq|w_bishop|black_sq|white_sq|w_knight|white_sq|b_queen/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn/w_rook|w_knight|black_sq|w_queen|w_king|white_sq|black_sq|w_rook
quad_w_bishop_086,q2,0,"[[1, 2]]",8,8,b_rook|black_sq|b_queen|black_sq|b_king|black_sq|white_sq|black_sq/b_pawn|white_sq|w_bishop|white_sq|w_knight|white_sq|b_pawn|white_sq/white_sq|w_pawn|white_sq|black_sq|b_bishop|black_sq|white_sq|b_rook/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq/white_sq|w_pawn|white_sq|black_sq|w_king|b_knight|white_sq|b_pawn/black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|w_knight/w_rook|black_sq|w_pawn|black_sq|white_sq|w_pawn|white_sq|w_pawn/w_queen|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_rook
quad_w_bishop_087,q2,1,"[[0, 6]]",8,8,white_sq|b_rook|white_sq|black_sq|b_king|b_bishop|w_bishop|b_rook/b_pawn|b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|b_pawn|black_sq|white_sq|b_queen|b_pawn|b_pawn/b_knight|white_sq|w_pawn|b_pawn|b_pawn|b_pawn|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|w_pawn|black_sq|b_bishop|black_sq/black_sq|w_knight|black_sq|w_pawn|black_sq|w_pawn|w_king|white_sq/b_knight|w_pawn|w_queen|black_sq|white_sq|black_sq|w_pawn|w_pawn/w_rook|white_sq|black_sq|white_sq|black_sq|white_sq|w_knight|w_rook
quad_w_bishop_088,q2,1,"[[0, 7]]",8,8,white_sq|black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|w_bishop/black_sq|w_queen|black_sq|b_pawn|b_king|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_queen|black_sq/black_sq|w_knight|black_sq|b_pawn|black_sq|white_sq|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|w_king|black_sq|white_sq|black_sq/black_sq|white_sq|w_rook|white_sq|black_sq|white_sq|black_sq|b_rook
quad_w_bishop_089,q2,2,"[[4, 1]]",8,8,b_rook|b_knight|b_bishop|b_queen|b_king|b_bishop|white_sq|b_rook/black_sq|white_sq|black_sq|b_pawn|b_knight|b_pawn|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq/b_pawn|b_pawn|b_pawn|white_sq|b_pawn|white_sq|black_sq|white_sq/white_sq|w_bishop|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_queen|w_knight|white_sq|black_sq|white_sq|w_pawn|w_knight/w_pawn|w_pawn|white_sq|w_pawn|w_pawn|w_pawn|white_sq|w_pawn/w_rook|white_sq|black_sq|white_sq|w_king|white_sq|black_sq|w_rook
quad_w_bishop_090,q2,3,"[[6, 5]]",8,8,white_sq|b_knight|white_sq|black_sq|white_sq|black_sq|b_knight|black_sq/black_sq|white_sq|b_rook|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|b_king|black_sq|b_pawn|black_sq|b_pawn|black_sq/black_sq|white_sq|w_pawn|white_sq|black_sq|w_pawn|black_sq|white_sq/white_sq|black_sq|b_bishop|b_pawn|white_sq|w_knight|white_sq|black_sq/black_sq|w_pawn|black_sq|w_pawn|black_sq|white_sq|w_pawn|b_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|w_bishop|white_sq|w_pawn/b_rook|w_knight|black_sq|w_king|black_sq|white_sq|black_sq|w_rook
quad_w_bishop_091,q2,0,"[[2, 0]]",8,8,b_rook|b_knight|b_bishop|black_sq|b_king|b_bishop|b_knight|b_rook/b_pawn|b_pawn|black_sq|white_sq|b_pawn|b_pawn|black_sq|b_pawn/w_bishop|black_sq|b_pawn|black_sq|white_sq|black_sq|b_pawn|black_sq/black_sq|w_knight|b_queen|b_pawn|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq/black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|w_knight/w_pawn|black_sq|w_pawn|w_pawn|w_pawn|w_pawn|white_sq|w_pawn/w_rook|white_sq|black_sq|w_queen|w_king|white_sq|black_sq|w_rook
quad_w_bishop_092,q2,3,"[[7, 4]]",8,8,white_sq|b_knight|white_sq|black_sq|b_knight|b_bishop|white_sq|black_sq/b_rook|b_bishop|black_sq|white_sq|b_king|white_sq|b_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_queen|black_sq/black_sq|w_pawn|black_sq|white_sq|b_pawn|b_pawn|black_sq|b_pawn/w_pawn|black_sq|b_pawn|b_pawn|w_pawn|black_sq|white_sq|w_pawn/w_rook|white_sq|w_pawn|white_sq|black_sq|w_pawn|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|w_king|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|w_bishop|white_sq|w_knight|w_rook
quad_w_bishop_093,q2,0,"[[2, 0]]",8,8,b_rook|b_knight|b_bishop|b_queen|b_king|black_sq|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|black_sq|white_sq|b_pawn|b_pawn/w_bishop|black_sq|white_sq|black_sq|b_pawn|b_pawn|white_sq|black_sq/black_sq|white_sq|b_bishop|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_rook|w_pawn|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|w_pawn|white_sq|w_pawn|w_pawn|w_pawn/black_sq|w_knight|black_sq|w_queen|w_king|white_sq|w_knight|w_rook
quad_w_bishop_094,q2,3,"[[6, 7]]",8,8,b_rook|b_king|b_bishop|black_sq|white_sq|black_sq|white_sq|b_rook/b_pawn|white_sq|black_sq|b_knight|b_knight|b_pawn|black_sq|white_sq/white_sq|b_pawn|b_pawn|black_sq|white_sq|black_sq|white_sq|b_bishop/black_sq|white_sq|black_sq|b_queen|black_sq|white_sq|black_sq|white_sq/w_pawn|w_pawn|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq/black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|w_pawn|w_pawn/w_rook|black_sq|w_pawn|black_sq|w_queen|black_sq|white_sq|w_bishop/black_sq|white_sq|black_sq|w_king|black_sq|white_sq|w_knight|w_rook
quad_w_bishop_095,q2,1,"[[0, 7]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|b_knight|white_sq|w_bishop/b_rook|white_sq|b_queen|white_sq|b_king|white_sq|black_sq|white_sq/b_pawn|black_sq|white_sq|b_pawn|white_sq|b_pawn|b_pawn|b_rook/w_pawn|white_sq|black_sq|white_sq|b_pawn|w_pawn|b_knight|b_pawn/white_sq|black_sq|white_sq|black_sq|b_bishop|black_sq|white_sq|black_sq/black_sq|w_queen|w_pawn|b_pawn|black_sq|white_sq|w_pawn|w_pawn/white_sq|black_sq|w_king|black_sq|white_sq|w_rook|white_sq|black_sq/w_rook|w_knight|black_sq|white_sq|black_sq|white_sq|w_knight|white_sq
quad_w_bishop_096,q2,1,"[[2, 5]]",8,8,b_rook|black_sq|b_bishop|b_queen|b_king|b_bishop|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|b_pawn/b_knight|black_sq|white_sq|black_sq|white_sq|w_bishop|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn/w_rook|w_knight|black_sq|w_queen|w_king|white_sq|w_knight|w_rook
quad_w_bishop_097,q2,0,"[[1, 0]]",8,8,b_rook|b_knight|white_sq|black_sq|white_sq|black_sq|b_king|black_sq/w_bishop|white_sq|black_sq|b_pawn|black_sq|white_sq|b_pawn|b_rook/b_pawn|black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|b_pawn|black_sq|w_pawn|b_bishop|white_sq|black_sq|b_pawn/white_sq|w_pawn|b_queen|b_pawn|white_sq|black_sq|w_pawn|w_pawn/w_knight|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|w_knight|white_sq|black_sq|w_queen|black_sq/w_rook|white_sq|black_sq|w_king|black_sq|white_sq|black_sq|white_sq
quad_w_bishop_098,q2,3,"[[5, 4]]",8,8,b_rook|b_knight|b_bishop|black_sq|white_sq|black_sq|white_sq|b_rook/b_pawn|b_pawn|black_sq|b_pawn|b_king|white_sq|black_sq|white_sq/white_sq|black_sq|b_pawn|black_sq|white_sq|b_pawn|b_pawn|black_sq/black_sq|white_sq|b_bishop|white_sq|b_pawn|white_sq|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/w_pawn|white_sq|w_pawn|b_queen|w_bishop|w_knight|w_pawn|white_sq/white_sq|w_pawn|white_sq|w_pawn|w_pawn|w_pawn|white_sq|w_pawn/w_rook|w_knight|black_sq|w_queen|w_king|white_sq|w_rook|white_sq
quad_w_bishop_099,q2,1,"[[1, 7]]",8,8,white_sq|b_rook|b_bishop|black_sq|b_king|black_sq|b_knight|b_rook/black_sq|b_pawn|b_pawn|b_queen|b_pawn|white_sq|black_sq|w_bishop/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|b_pawn|w_pawn|b_pawn|b_pawn|w_pawn/b_pawn|black_sq|white_sq|black_sq|white_sq|b_knight|white_sq|black_sq/black_sq|white_sq|w_knight|w_pawn|black_sq|w_pawn|w_pawn|w_knight/w_pawn|w_pawn|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_rook|w_queen|black_sq|w_king|black_sq|w_rook
psup_w_000,q3,1,"[[5, 5]]",8,8,b_rook|black_sq|w_knight|black_sq|b_king|black_sq|w_pawn|black_sq/b_pawn|white_sq|black_sq|b_pawn|b_knight|white_sq|black_sq|white_sq/b_knight|black_sq|b_pawn|black_sq|white_sq|b_rook|b_pawn|black_sq/black_sq|white_sq|b_bishop|white_sq|b_pawn|white_sq|b_queen|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_rook|white_sq|black_sq|w_pawn|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|w_king|black_sq|w_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|w_knight|w_rook
psup_w_001,q3,1,"[[6, 3]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|b_king|black_sq|white_sq|black_sq|white_sq|b_bishop|b_queen/white_sq|b_rook|white_sq|b_pawn|b_pawn|b_pawn|white_sq|w_pawn/black_sq|w_knight|black_sq|white_sq|w_knight|white_sq|black_sq|b_rook/b_knight|black_sq|white_sq|black_sq|w_pawn|black_sq|w_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq/white_sq|w_rook|white_sq|w_pawn|white_sq|black_sq|white_sq|w_rook/black_sq|white_sq|w_bishop|white_sq|w_king|w_bishop|black_sq|white_sq
psup_w_002,q3,1,"[[4, 5]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_knight|w_pawn/black_sq|white_sq|black_sq|white_sq|b_bishop|b_king|black_sq|b_pawn/b_rook|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_bishop|black_sq|b_pawn|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn|b_pawn|w_rook/black_sq|white_sq|black_sq|b_pawn|b_pawn|white_sq|black_sq|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq/black_sq|white_sq|w_rook|white_sq|w_king|white_sq|black_sq|w_pawn
psup_w_003,q3,1,"[[6, 1]]",8,8,white_sq|b_rook|white_sq|black_sq|w_pawn|w_pawn|b_rook|w_pawn/black_sq|white_sq|black_sq|white_sq|b_pawn|b_king|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|b_knight|black_sq|b_bishop|w_pawn/b_pawn|white_sq|black_sq|white_sq|black_sq|b_pawn|b_bishop|white_sq/white_sq|w_bishop|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_knight/white_sq|w_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|w_rook/w_rook|white_sq|w_queen|w_knight|black_sq|w_king|black_sq|white_sq
psup_w_004,q3,1,"[[7, 3]]",8,8,white_sq|black_sq|b_bishop|black_sq|w_pawn|b_bishop|white_sq|b_rook/w_queen|b_pawn|black_sq|white_sq|b_pawn|b_king|b_pawn|w_pawn/white_sq|black_sq|white_sq|b_knight|white_sq|black_sq|white_sq|b_rook/black_sq|white_sq|black_sq|b_pawn|black_sq|b_pawn|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|b_knight|black_sq|white_sq|black_sq/b_queen|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|w_knight/white_sq|w_bishop|white_sq|black_sq|white_sq|black_sq|w_bishop|w_pawn/w_rook|white_sq|black_sq|w_pawn|w_king|white_sq|w_knight|w_rook
psup_w_005,q3,1,"[[7, 0]]",8,8,white_sq|black_sq|white_sq|black_sq|b_king|w_pawn|b_rook|black_sq/b_bishop|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq/b_knight|black_sq|b_pawn|black_sq|w_pawn|w_pawn|white_sq|black_sq/black_sq|w_pawn|black_sq|white_sq|b_pawn|b_queen|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|b_pawn/black_sq|white_sq|black_sq|white_sq|w_bishop|w_knight|black_sq|b_bishop/white_sq|black_sq|white_sq|black_sq|white_sq|w_king|white_sq|black_sq/w_pawn|b_rook|w_queen|white_sq|black_sq|white_sq|black_sq|white_sq
psup_w_006,q3,1,"[[7, 3]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|b_king|b_rook|black_sq/black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn/b_knight|black_sq|white_sq|black_sq|b_pawn|black_sq|w_rook|black_sq/b_pawn|white_sq|black_sq|white_sq|b_queen|white_sq|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_knight|black_sq/w_king|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|w_rook|white_sq|black_sq/black_sq|white_sq|black_sq|w_pawn|black_sq|w_pawn|black_sq|white_sq
psup_w_007,q3,0,"[[2, 1]]",8,8,b_rook|black_sq|b_queen|black_sq|b_king|b_bishop|w_pawn|b_rook/black_sq|b_pawn|b_pawn|b_bishop|b_pawn|b_pawn|black_sq|b_pawn/b_pawn|w_pawn|b_knight|black_sq|white_sq|black_sq|white_sq|b_knight/black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq|b_pawn|white_sq/w_knight|black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq/white_sq|black_sq|white_sq|w_bishop|white_sq|black_sq|white_sq|w_pawn/w_rook|white_sq|black_sq|w_queen|w_king|w_bishop|w_knight|w_rook
psup_w_008,q3,0,"[[1, 2]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|b_king|b_rook|black_sq/black_sq|b_bishop|w_pawn|white_sq|black_sq|white_sq|black_sq|b_pawn/b_knight|black_sq|white_sq|black_sq|b_pawn|black_sq|w_rook|black_sq/b_pawn|white_sq|black_sq|white_sq|b_queen|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_knight|black_sq/w_king|white_sq|black_sq|w_pawn|black_sq|w_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|w_rook|white_sq|black_sq/black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|w_pawn
psup_w_009,q3,1,"[[4, 0]]",8,8,b_king|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_rook/black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq|b_bishop|b_pawn/b_rook|b_pawn|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq/b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|b_pawn|w_pawn|w_queen|black_sq/w_bishop|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|w_rook|w_bishop|black_sq|white_sq|black_sq/black_sq|white_sq|w_king|white_sq|black_sq|w_pawn|black_sq|w_rook
psup_w_010,q3,0,"[[3, 2]]",8,8,white_sq|b_knight|white_sq|black_sq|white_sq|black_sq|b_king|black_sq/black_sq|white_sq|black_sq|b_knight|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|b_rook|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|w_pawn|white_sq|w_pawn|b_pawn|black_sq|b_pawn/w_bishop|b_pawn|white_sq|black_sq|b_pawn|black_sq|white_sq|black_sq/black_sq|b_pawn|black_sq|white_sq|black_sq|w_queen|w_pawn|white_sq/white_sq|b_rook|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|w_king|black_sq|white_sq
psup_w_011,q3,0,"[[3, 4]]",8,8,white_sq|black_sq|white_sq|black_sq|b_king|black_sq|w_pawn|black_sq/black_sq|white_sq|b_pawn|white_sq|b_knight|b_rook|black_sq|white_sq/b_rook|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|w_bishop|b_queen|b_knight|w_pawn|white_sq|w_knight|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|w_bishop|white_sq|w_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn/w_rook|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_knight|b_bishop|white_sq|black_sq|w_pawn|w_king|w_rook
psup_w_012,q3,1,"[[4, 4]]",8,8,white_sq|black_sq|b_bishop|b_king|white_sq|w_pawn|white_sq|black_sq/b_rook|white_sq|black_sq|b_pawn|black_sq|b_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq/b_pawn|b_pawn|black_sq|white_sq|b_rook|b_knight|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|b_queen|black_sq|w_pawn/white_sq|black_sq|white_sq|w_bishop|white_sq|w_rook|white_sq|w_pawn/w_rook|white_sq|black_sq|white_sq|black_sq|white_sq|w_king|white_sq
psup_w_013,q3,1,"[[7, 4]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|b_king|b_rook|black_sq/black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn/b_knight|black_sq|white_sq|black_sq|b_pawn|black_sq|w_rook|w_pawn/b_pawn|white_sq|black_sq|white_sq|b_queen|w_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_knight|black_sq/w_king|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|w_rook|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|w_pawn|w_pawn|black_sq|white_sq
psup_w_014,q3,0,"[[1, 2]]",8,8,white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|w_bishop/black_sq|white_sq|w_pawn|b_queen|b_bishop|b_bishop|w_pawn|white_sq/white_sq|b_rook|white_sq|w_pawn|white_sq|black_sq|b_king|black_sq/black_sq|white_sq|b_pawn|b_pawn|black_sq|white_sq|black_sq|b_pawn/white_sq|black_sq|white_sq|b_pawn|white_sq|b_pawn|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_rook/white_sq|black_sq|white_sq|black_sq|white_sq|b_knight|white_sq|black_sq/black_sq|white_sq|w_king|white_sq|w_pawn|w_bishop|w_knight|white_sq
psup_w_015,q3,1,"[[5, 1]]",8,8,b_rook|b_knight|b_bishop|b_queen|b_king|b_bishop|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|white_sq|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn|b_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|w_pawn/w_rook|w_knight|w_bishop|w_queen|w_king|w_bishop|w_knight|w_rook
psup_w_016,q3,0,"[[3, 2]]",8,8,b_rook|b_knight|b_bishop|b_queen|b_king|b_bishop|b_knight|b_rook/black_sq|b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|black_sq|b_pawn/white_sq|black_sq|white_sq|w_pawn|w_pawn|black_sq|b_pawn|black_sq/b_pawn|white_sq|w_pawn|white_sq|black_sq|w_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_knight|white_sq|black_sq|w_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/w_rook|white_sq|w_bishop|w_queen|w_king|w_bishop|w_knight|w_rook
psup_w_017,q3,1,"[[4, 5]]",8,8,white_sq|black_sq|b_bishop|b_queen|b_king|b_bishop|b_knight|b_rook/black_sq|b_pawn|black_sq|b_pawn|b_pawn|b_pawn|b_pawn|b_pawn/b_rook|black_sq|b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/b_pawn|w_knight|black_sq|white_sq|black_sq|white_sq|w_pawn|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|b_knight|black_sq|white_sq|black_sq|white_sq|w_pawn|w_knight/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq/w_rook|white_sq|w_bishop|w_queen|w_king|w_bishop|black_sq|w_rook
