image_id,qid,answer,ablate_cells,board_rows,board_cols,board
1395,q1,0,"[[5, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1450,q1,0,"[[5, 0]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1453,q1,0,"[[5, 0]]",11,11,0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1473,q1,1,"[[9, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0
1474,q1,1,"[[7, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1483,q1,1,"[[6, 0]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1487,q1,1,"[[9, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1502,q1,1,"[[8, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0
1512,q1,1,"[[7, 0]]",11,11,0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1532,q1,1,"[[9, 0]]",11,11,0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0
1555,q1,1,"[[8, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1556,q1,0,"[[1, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1568,q1,1,"[[7, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|Q|0|0|0|0
1608,q1,0,"[[3, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1609,q1,0,"[[3, 0]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1621,q1,0,"[[5, 0]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1623,q1,1,"[[8, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1646,q1,1,"[[9, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1647,q1,0,"[[4, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1664,q1,0,"[[2, 0]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1691,q1,0,"[[0, 0]]",11,11,Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0
1696,q1,1,"[[9, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1729,q1,1,"[[7, 0]]",11,11,0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1731,q1,0,"[[1, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1741,q1,0,"[[5, 0]]",11,11,0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1798,q1,0,"[[1, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1819,q1,1,"[[10, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1833,q1,1,"[[6, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1847,q1,0,"[[5, 0]]",11,11,0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0
1852,q1,0,"[[4, 0]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0
1860,q1,1,"[[9, 0]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1884,q1,0,"[[1, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1922,q1,1,"[[10, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1927,q1,1,"[[6, 0]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1931,q1,0,"[[1, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1981,q1,0,"[[3, 0]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1987,q1,0,"[[5, 0]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
0029,q2,0,"[[0, 2]]",8,8,0|0|Q|0|0|0|0|0/0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0
0056,q2,0,"[[0, 1]]",8,8,0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0
0065,q2,1,"[[0, 4]]",8,8,0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0
0069,q2,0,"[[1, 0]]",8,8,0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0
0070,q2,0,"[[0, 2]]",8,8,0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0/0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0
0099,q2,1,"[[1, 6]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0111,q2,1,"[[0, 5]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0
0124,q2,0,"[[0, 2]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0
0128,q2,0,"[[1, 3]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0
0210,q2,0,"[[1, 4]]",9,9,0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
0212,q2,0,"[[0, 2]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0
0247,q2,1,"[[0, 5]]",9,9,0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0
0251,q2,1,"[[0, 5]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0
0254,q2,0,"[[0, 0]]",9,9,Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0275,q2,0,"[[0, 3]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0
0281,q2,0,"[[0, 3]]",9,9,0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
0297,q2,0,"[[0, 3]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0
0324,q2,0,"[[0, 2]]",9,9,0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0
0353,q2,0,"[[0, 4]]",9,9,0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0
0361,q2,0,"[[0, 4]]",9,9,0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0
0368,q2,0,"[[0, 0]]",9,9,Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0
